count,words,NRM
1,STRESS,Wet Tropics
1,STRESSED,Mackay Whitsunday
1,STRONG,Wet Tropics
1,STRUCTURE,Burdekin
1,STRUCTURE,Fitzroy
1,STRUCTURE,Mackay Whitsunday
1,STRUCTURE,Wet Tropics
1,STUFFED,Burdekin
1,STUNNING,Burdekin
1,STUNNING,Burnett Mary
1,SUBA,Mackay Whitsunday
1,SUBLIME,Mackay Whitsunday
1,SUMMER,Mackay Whitsunday
1,SUN,Burnett Mary
1,SUN,Mackay Whitsunday
1,SUNNY,Mackay Whitsunday
1,SUNNY,Wet Tropics
1,SUNSCREEN,Burnett Mary
1,SUNSHINE,Wet Tropics
1,SUPERB,Fitzroy
1,SUPPORTING,Cape York
1,SUPPORTIVE,Burdekin
1,SURFING,Burnett Mary
1,SURVIVAL,Burdekin
1,SURVIVE,Burdekin
1,SUSTAINABILITY,Burdekin
1,SUSTAINABLE,Burdekin
1,SUSTAINABLE,Wet Tropics
1,SWIM,Burdekin
1,SWIM,Fitzroy
1,SWIM,Mackay Whitsunday
1,SWIMMING,Mackay Whitsunday
1,SWIMS,Burnett Mary
1,SYSTEM,Cape York
1,SYSTEMS,Cape York
1,SYSTEMS,Mackay Whitsunday
1,TAKEN,Burdekin
1,TANKER,Wet Tropics
1,TANKERS,Wet Tropics
1,TEAMING,Wet Tropics
1,TERMINAL,Burdekin
1,TERMINAL,Mackay Whitsunday
1,TERMS,Burdekin
1,TERMS,Wet Tropics
1,THANK,Burdekin
1,THANKS,Burdekin
1,THORNS,Mackay Whitsunday
1,THOUGH,Burdekin
1,THREAT,Burnett Mary
1,THREAT,Fitzroy
1,THREATENED,Fitzroy
1,THREATS,Burdekin
1,THREATS,Wet Tropics
1,THRIVING,Burdekin
1,THROUGH,Burdekin
1,THROUGH,Mackay Whitsunday
1,TIME,Mackay Whitsunday
1,TIMEBOMB,Wet Tropics
1,TIMES,Wet Tropics
1,TINNIES,Wet Tropics
1,TOGETHER,Wet Tropics
1,TOKEN,Mackay Whitsunday
1,TONS,Burdekin
1,TOO,Burdekin
1,TOO,Fitzroy
1,TOO,Mackay Whitsunday
1,TOO,Wet Tropics
1,TORRES,Burdekin
1,TOURISM,Burnett Mary
1,TOURIST,Burnett Mary
1,TOURISTSM,Wet Tropics
1,TOURS,Burnett Mary
1,TOWNSVILLE,Burdekin
1,TRAGIC,Wet Tropics
1,TRANQUILIT,Wet Tropics
1,TRANQUILITY,Burnett Mary
1,TRANQUILITY,Fitzroy
1,TRANQUILITY,Mackay Whitsunday
1,TRANSPARENT,Wet Tropics
1,TRAVEL,Burdekin
1,TRAWLERS,Wet Tropics
1,TREASURE,Burnett Mary
1,TREASURE,Fitzroy
1,TREATED,Mackay Whitsunday
1,TREES,Wet Tropics
1,TREVALLEY,Wet Tropics
1,TRIP,Mackay Whitsunday
1,TRIS,Wet Tropics
1,TROPICAL,Burnett Mary
1,TROUT,Burdekin
1,TROUT,Mackay Whitsunday
1,TRUE,Wet Tropics
1,TRULY,Burdekin
1,TRYING,Mackay Whitsunday
1,TSUNAMI,Mackay Whitsunday
1,TUMRAS,Wet Tropics
1,TURQUOISE,Burdekin
1,TURQUOISE,Mackay Whitsunday
1,TURTLE,Fitzroy
1,TV,Fitzroy
1,TWICE,Wet Tropics
1,ULTIMATE,Burdekin
1,UNAPPRECIATED,Wet Tropics
1,UNCERTAIN,Mackay Whitsunday
1,UNDER,Burnett Mary
1,UNDER,Fitzroy
1,UNDERSEA,Burdekin
1,UNDERSTOOD,Burdekin
1,UNDERWATER,Fitzroy
1,UNESCO,Burdekin
1,UNHEALTHY,Fitzroy
1,UNIQUENESS,Wet Tropics
1,UNKNOWN,Burdekin
1,UNKNOWN,Wet Tropics
1,UNLESS,Mackay Whitsunday
1,UNPROTECTED,Burdekin
1,UNPROTECTED,Mackay Whitsunday
1,UNREALISTIC,Mackay Whitsunday
1,UNRELIABLE,Mackay Whitsunday
1,UNSPOILED,Wet Tropics
1,UNSPOILT,Mackay Whitsunday
1,UNTHINKING,Burdekin
1,UNTOUCHED,Burdekin
1,UNTOUCHED,Burnett Mary
1,UNTOUCHED,Wet Tropics
1,UNUSUAL,Burdekin
1,UPLIFTING,Mackay Whitsunday
1,US,Wet Tropics
1,USE,Mackay Whitsunday
1,USED,Burdekin
1,USERS,Mackay Whitsunday
1,VACATION,Burdekin
1,VACATION,Mackay Whitsunday
1,VALUABLE,Fitzroy
1,VALUABLE,Mackay Whitsunday
1,VALUED,Burdekin
1,VARIETY,Burnett Mary
1,VARIETY,Mackay Whitsunday
1,VARIETY,Wet Tropics
1,VARIOUS,Wet Tropics
1,VAST,Fitzroy
1,VAST,Wet Tropics
1,VASTNESS,Wet Tropics
1,VEGETATIONS,Burdekin
1,VESSELS,Mackay Whitsunday
1,VIA,Mackay Whitsunday
1,VIBRANT,Fitzroy
1,VISIBILITY,Mackay Whitsunday
1,VISIBILITY,Wet Tropics
1,VISIBLE,Burdekin
1,VISIBLE,Wet Tropics
1,VISIT,Fitzroy
1,VISIT,Wet Tropics
1,VISITORS,Mackay Whitsunday
1,VISUAL,Burdekin
1,VISUAL,Cape York
1,VISUAL,Mackay Whitsunday
1,WANNA,Wet Tropics
1,WANTS,Mackay Whitsunday
1,WARM,Burdekin
1,WARMING,Fitzroy
1,WAS,Fitzroy
1,WASHED,Burdekin
1,WASN'T,Mackay Whitsunday
1,WASTED,Burdekin
1,WASTING,Wet Tropics
1,WATCH,Fitzroy
1,WATERS,Wet Tropics
1,WAVE,Wet Tropics
1,WAVES,Burdekin
1,WAVES,Fitzroy
1,WE'LL,Mackay Whitsunday
1,WEATHE,Wet Tropics
1,WEATHER,Burdekin
1,WEATHER,Mackay Whitsunday
1,WEDNESDAY,Wet Tropics
1,WEED,Burdekin
1,WELL,Burdekin
1,WELL,Mackay Whitsunday
1,WET,Burdekin
1,WET,Wet Tropics
1,WHALE,Wet Tropics
1,WHAT,Wet Tropics
1,WHEN,Wet Tropics
1,WHICH,Mackay Whitsunday
1,WHICH,Wet Tropics
1,WHITE,Fitzroy
1,WHITSUNDAYS,Burdekin
1,WHITSUNDAYS,Fitzroy
1,WHO,Mackay Whitsunday
1,WHOSE,Burdekin
1,WIDE,Fitzroy
1,WIDE,Mackay Whitsunday
1,WILD,Burdekin
1,WILD,Fitzroy
1,WIND,Wet Tropics
1,WISH,Burdekin
1,WITH,Burdekin
1,WITH,Wet Tropics
1,WITHIN,Wet Tropics
1,WON'T,Burdekin
1,WONDEROUS,Fitzroy
1,WONDEROUS,Wet Tropics
1,WONDERS,Burnett Mary
1,WONDROUS,Burdekin
1,WORD,Wet Tropics
1,WORK,Burdekin
1,WORK!,Wet Tropics
1,WORLDS,Burdekin
1,WORLDS,Fitzroy
1,WORRIED,Burnett Mary
1,WORRY,Burnett Mary
1,WORRY,Mackay Whitsunday
1,WORRYING,Wet Tropics
1,WORTH,Mackay Whitsunday
1,WORTH,Wet Tropics
1,WOULD,Mackay Whitsunday
1,YEARS,Burnett Mary
1,YEARS,Fitzroy
1,YES,Burdekin
1,YET,Burdekin
1,YONGALA,Burdekin
1,YOU,Burdekin
1,YOU,Mackay Whitsunday
1,YOUR,Mackay Whitsunday
1,ZIGZAG,Mackay Whitsunday
1,ZONES,Wet Tropics
